booking_id,event_name,name,start_time,end_time,attendee_name,created_at,updated_at
9291,Product Marketing,Max,2023-01-19 09:00:00,2023-01-19 09:45:00,Mason,2023-01-14 09:00:00,2023-01-14 23:00:00
9291,Product Marketing,Max,2023-01-19 09:00:00,2023-01-19 09:45:00,Max,2023-01-14 09:00:00,2023-01-14 23:00:00
2659,Fundraising,Keith,2023-03-20 17:15:00,2023-03-20 18:00:00,Keith,2023-03-19 17:15:00,2023-03-20 01:15:00
6439,Product Sales,Alex,2023-04-25 11:15:00,2023-04-25 12:15:00,Keith,2023-04-24 11:15:00,2023-04-24 18:15:00
6439,Product Sales,Alex,2023-04-25 11:15:00,2023-04-25 12:15:00,Alex,2023-04-24 11:15:00,2023-04-24 18:15:00
4947,Fundraising,Bailey,2023-01-01 11:15:00,2023-01-01 12:15:00,Ethan,2022-12-29 11:15:00,2022-12-30 00:15:00
4947,Fundraising,Bailey,2023-01-01 11:15:00,2023-01-01 12:15:00,Bailey,2022-12-29 11:15:00,2022-12-30 00:15:00
7565,Product Design,Max,2023-08-26 08:00:00,2023-08-26 09:30:00,Ethan,2023-08-22 08:00:00,2023-08-23 06:00:00
7565,Product Design,Max,2023-08-26 08:00:00,2023-08-26 09:30:00,Max,2023-08-22 08:00:00,2023-08-23 06:00:00
7565,Product Design,Max,2023-08-26 08:00:00,2023-08-26 09:30:00,Charlotte,2023-08-22 08:00:00,2023-08-23 06:00:00
9939,Performance Review,Max,2023-10-19 17:45:00,2023-10-19 18:00:00,Elizabeth,2023-10-14 17:45:00,2023-10-15 05:45:00
9939,Performance Review,Max,2023-10-19 17:45:00,2023-10-19 18:00:00,Abigail,2023-10-14 17:45:00,2023-10-15 05:45:00
9939,Performance Review,Max,2023-10-19 17:45:00,2023-10-19 18:00:00,Max,2023-10-14 17:45:00,2023-10-15 05:45:00
3721,Product Roadmap,Bailey,2023-07-18 14:15:00,2023-07-18 15:45:00,Oliver,2023-07-15 14:15:00,2023-07-16 08:15:00
3721,Product Roadmap,Bailey,2023-07-18 14:15:00,2023-07-18 15:45:00,Charlotte,2023-07-15 14:15:00,2023-07-16 08:15:00
3721,Product Roadmap,Bailey,2023-07-18 14:15:00,2023-07-18 15:45:00,Logan,2023-07-15 14:15:00,2023-07-16 08:15:00
3721,Product Roadmap,Bailey,2023-07-18 14:15:00,2023-07-18 15:45:00,Bailey,2023-07-15 14:15:00,2023-07-16 08:15:00
6555,Product Support,Bailey,2023-06-27 17:30:00,2023-06-27 19:00:00,Charlotte,2023-06-25 17:30:00,2023-06-25 21:30:00
6555,Product Support,Bailey,2023-06-27 17:30:00,2023-06-27 19:00:00,Bailey,2023-06-25 17:30:00,2023-06-25 21:30:00
6637,Product Design,Max,2023-10-09 17:45:00,2023-10-09 18:00:00,Ethan,2023-10-05 17:45:00,2023-10-05 21:45:00
6637,Product Design,Max,2023-10-09 17:45:00,2023-10-09 18:00:00,Bailey,2023-10-05 17:45:00,2023-10-05 21:45:00
6637,Product Design,Max,2023-10-09 17:45:00,2023-10-09 18:00:00,Max,2023-10-05 17:45:00,2023-10-05 21:45:00
3612,Annual Review,Bailey,2023-04-27 11:45:00,2023-04-27 13:00:00,Ava,2023-04-26 11:45:00,2023-04-26 14:45:00
3612,Annual Review,Bailey,2023-04-27 11:45:00,2023-04-27 13:00:00,Evelyn,2023-04-26 11:45:00,2023-04-26 14:45:00
3612,Annual Review,Bailey,2023-04-27 11:45:00,2023-04-27 13:00:00,Oliver,2023-04-26 11:45:00,2023-04-26 14:45:00
3612,Annual Review,Bailey,2023-04-27 11:45:00,2023-04-27 13:00:00,Bailey,2023-04-26 11:45:00,2023-04-26 14:45:00
4527,Product Marketing,Max,2023-07-08 14:15:00,2023-07-08 15:45:00,Olivia,2023-07-07 14:15:00,2023-07-08 10:15:00
4527,Product Marketing,Max,2023-07-08 14:15:00,2023-07-08 15:45:00,Keith,2023-07-07 14:15:00,2023-07-08 10:15:00
4527,Product Marketing,Max,2023-07-08 14:15:00,2023-07-08 15:45:00,Max,2023-07-07 14:15:00,2023-07-08 10:15:00
8322,Product Roadmap,Alex,2023-08-26 16:00:00,2023-08-26 16:45:00,Alex,2023-08-24 16:00:00,2023-08-25 12:00:00
8322,Product Roadmap,Alex,2023-08-26 16:00:00,2023-08-26 16:45:00,Ethan,2023-08-24 16:00:00,2023-08-25 12:00:00
8322,Product Roadmap,Alex,2023-08-26 16:00:00,2023-08-26 16:45:00,Charlotte,2023-08-24 16:00:00,2023-08-25 12:00:00
8322,Product Roadmap,Alex,2023-08-26 16:00:00,2023-08-26 16:45:00,Amelia,2023-08-24 16:00:00,2023-08-25 12:00:00
8322,Product Roadmap,Alex,2023-08-26 16:00:00,2023-08-26 16:45:00,Ava,2023-08-24 16:00:00,2023-08-25 12:00:00
4611,Product Sales,Keith,2023-10-13 14:45:00,2023-10-13 16:15:00,Lucas,2023-10-09 14:45:00,2023-10-10 14:45:00
4611,Product Sales,Keith,2023-10-13 14:45:00,2023-10-13 16:15:00,Isabella,2023-10-09 14:45:00,2023-10-10 14:45:00
4611,Product Sales,Keith,2023-10-13 14:45:00,2023-10-13 16:15:00,Oliver,2023-10-09 14:45:00,2023-10-10 14:45:00
4611,Product Sales,Keith,2023-10-13 14:45:00,2023-10-13 16:15:00,Mia,2023-10-09 14:45:00,2023-10-10 14:45:00
4611,Product Sales,Keith,2023-10-13 14:45:00,2023-10-13 16:15:00,Keith,2023-10-09 14:45:00,2023-10-10 14:45:00
8278,Product Sales,Alex,2023-11-07 08:30:00,2023-11-07 10:00:00,Emma,2023-11-04 08:30:00,2023-11-05 08:30:00
8278,Product Sales,Alex,2023-11-07 08:30:00,2023-11-07 10:00:00,Alex,2023-11-04 08:30:00,2023-11-05 08:30:00
7694,1:1,Bailey,2023-11-12 17:30:00,2023-11-12 18:00:00,Elizabeth,2023-11-11 17:30:00,2023-11-11 19:30:00
7694,1:1,Bailey,2023-11-12 17:30:00,2023-11-12 18:00:00,Lucas,2023-11-11 17:30:00,2023-11-11 19:30:00
7694,1:1,Bailey,2023-11-12 17:30:00,2023-11-12 18:00:00,Sophia,2023-11-11 17:30:00,2023-11-11 19:30:00
7694,1:1,Bailey,2023-11-12 17:30:00,2023-11-12 18:00:00,Bailey,2023-11-11 17:30:00,2023-11-11 19:30:00
8156,Team Meeting,Keith,2023-05-09 10:45:00,2023-05-09 11:00:00,Mason,2023-05-08 10:45:00,2023-05-09 09:45:00
8156,Team Meeting,Keith,2023-05-09 10:45:00,2023-05-09 11:00:00,Ava,2023-05-08 10:45:00,2023-05-09 09:45:00
8156,Team Meeting,Keith,2023-05-09 10:45:00,2023-05-09 11:00:00,Isabella,2023-05-08 10:45:00,2023-05-09 09:45:00
8156,Team Meeting,Keith,2023-05-09 10:45:00,2023-05-09 11:00:00,Harper,2023-05-08 10:45:00,2023-05-09 09:45:00
8156,Team Meeting,Keith,2023-05-09 10:45:00,2023-05-09 11:00:00,Ethan,2023-05-08 10:45:00,2023-05-09 09:45:00
8156,Team Meeting,Keith,2023-05-09 10:45:00,2023-05-09 11:00:00,Keith,2023-05-08 10:45:00,2023-05-09 09:45:00
5182,Quick Sync,Keith,2023-01-01 14:00:00,2023-01-01 14:15:00,Ava,2022-12-31 14:00:00,2023-01-01 07:00:00
5182,Quick Sync,Keith,2023-01-01 14:00:00,2023-01-01 14:15:00,Charlotte,2022-12-31 14:00:00,2023-01-01 07:00:00
5182,Quick Sync,Keith,2023-01-01 14:00:00,2023-01-01 14:15:00,Evelyn,2022-12-31 14:00:00,2023-01-01 07:00:00
5182,Quick Sync,Keith,2023-01-01 14:00:00,2023-01-01 14:15:00,Keith,2022-12-31 14:00:00,2023-01-01 07:00:00
9783,Partnership Strategy,Max,2023-12-09 09:00:00,2023-12-09 10:30:00,Amelia,2023-12-06 09:00:00,2023-12-06 15:00:00
9783,Partnership Strategy,Max,2023-12-09 09:00:00,2023-12-09 10:30:00,Max,2023-12-06 09:00:00,2023-12-06 15:00:00
5417,Product Design,Alex,2023-04-25 14:30:00,2023-04-25 15:00:00,Harper,2023-04-24 14:30:00,2023-04-25 04:30:00
5417,Product Design,Alex,2023-04-25 14:30:00,2023-04-25 15:00:00,Amelia,2023-04-24 14:30:00,2023-04-25 04:30:00
5417,Product Design,Alex,2023-04-25 14:30:00,2023-04-25 15:00:00,Charlotte,2023-04-24 14:30:00,2023-04-25 04:30:00
5417,Product Design,Alex,2023-04-25 14:30:00,2023-04-25 15:00:00,Alex,2023-04-24 14:30:00,2023-04-25 04:30:00
5417,Product Design,Alex,2023-04-25 14:30:00,2023-04-25 15:00:00,Isabella,2023-04-24 14:30:00,2023-04-25 04:30:00
2411,Product Sales,Alex,2023-04-28 16:45:00,2023-04-28 17:30:00,Emma,2023-04-26 16:45:00,2023-04-27 03:45:00
2411,Product Sales,Alex,2023-04-28 16:45:00,2023-04-28 17:30:00,Keith,2023-04-26 16:45:00,2023-04-27 03:45:00
2411,Product Sales,Alex,2023-04-28 16:45:00,2023-04-28 17:30:00,Bailey,2023-04-26 16:45:00,2023-04-27 03:45:00
2411,Product Sales,Alex,2023-04-28 16:45:00,2023-04-28 17:30:00,Harper,2023-04-26 16:45:00,2023-04-27 03:45:00
2411,Product Sales,Alex,2023-04-28 16:45:00,2023-04-28 17:30:00,Alex,2023-04-26 16:45:00,2023-04-27 03:45:00
7448,Product Strategy,Bailey,2023-09-24 09:45:00,2023-09-24 10:00:00,Olivia,2023-09-22 09:45:00,2023-09-22 20:45:00
7448,Product Strategy,Bailey,2023-09-24 09:45:00,2023-09-24 10:00:00,Bailey,2023-09-22 09:45:00,2023-09-22 20:45:00
4014,Product Design,Max,2023-09-22 12:45:00,2023-09-22 14:15:00,Ethan,2023-09-20 12:45:00,2023-09-21 05:45:00
4014,Product Design,Max,2023-09-22 12:45:00,2023-09-22 14:15:00,Amelia,2023-09-20 12:45:00,2023-09-21 05:45:00
4014,Product Design,Max,2023-09-22 12:45:00,2023-09-22 14:15:00,Max,2023-09-20 12:45:00,2023-09-21 05:45:00
1370,Annual Review,Max,2023-10-07 14:15:00,2023-10-07 15:00:00,Liam,2023-10-03 14:15:00,2023-10-04 03:15:00
1370,Annual Review,Max,2023-10-07 14:15:00,2023-10-07 15:00:00,Max,2023-10-03 14:15:00,2023-10-04 03:15:00
3779,Annual Review,Keith,2023-05-05 12:00:00,2023-05-05 12:45:00,Ethan,2023-05-03 12:00:00,2023-05-04 10:00:00
3779,Annual Review,Keith,2023-05-05 12:00:00,2023-05-05 12:45:00,Keith,2023-05-03 12:00:00,2023-05-04 10:00:00
6836,Fundraising,Alex,2023-07-18 14:30:00,2023-07-18 14:45:00,Isabella,2023-07-13 14:30:00,2023-07-14 06:30:00
6836,Fundraising,Alex,2023-07-18 14:30:00,2023-07-18 14:45:00,Henry,2023-07-13 14:30:00,2023-07-14 06:30:00
6836,Fundraising,Alex,2023-07-18 14:30:00,2023-07-18 14:45:00,Ethan,2023-07-13 14:30:00,2023-07-14 06:30:00
6836,Fundraising,Alex,2023-07-18 14:30:00,2023-07-18 14:45:00,Harper,2023-07-13 14:30:00,2023-07-14 06:30:00
6836,Fundraising,Alex,2023-07-18 14:30:00,2023-07-18 14:45:00,Emily,2023-07-13 14:30:00,2023-07-14 06:30:00
6836,Fundraising,Alex,2023-07-18 14:30:00,2023-07-18 14:45:00,Alex,2023-07-13 14:30:00,2023-07-14 06:30:00
5977,Product Sales,Keith,2023-01-05 09:30:00,2023-01-05 11:00:00,Ethan,2023-01-01 09:30:00,2023-01-01 21:30:00
5977,Product Sales,Keith,2023-01-05 09:30:00,2023-01-05 11:00:00,Ava,2023-01-01 09:30:00,2023-01-01 21:30:00
5977,Product Sales,Keith,2023-01-05 09:30:00,2023-01-05 11:00:00,Elizabeth,2023-01-01 09:30:00,2023-01-01 21:30:00
5977,Product Sales,Keith,2023-01-05 09:30:00,2023-01-05 11:00:00,Emma,2023-01-01 09:30:00,2023-01-01 21:30:00
5977,Product Sales,Keith,2023-01-05 09:30:00,2023-01-05 11:00:00,Oliver,2023-01-01 09:30:00,2023-01-01 21:30:00
5977,Product Sales,Keith,2023-01-05 09:30:00,2023-01-05 11:00:00,Keith,2023-01-01 09:30:00,2023-01-01 21:30:00
4962,Team Meeting,Keith,2023-02-02 13:45:00,2023-02-02 14:15:00,Liam,2023-01-30 13:45:00,2023-01-31 12:45:00
4962,Team Meeting,Keith,2023-02-02 13:45:00,2023-02-02 14:15:00,Mason,2023-01-30 13:45:00,2023-01-31 12:45:00
4962,Team Meeting,Keith,2023-02-02 13:45:00,2023-02-02 14:15:00,Keith,2023-01-30 13:45:00,2023-01-31 12:45:00
6792,Product Strategy,Keith,2023-09-07 08:45:00,2023-09-07 09:45:00,Lucas,2023-09-02 08:45:00,2023-09-02 14:45:00
6792,Product Strategy,Keith,2023-09-07 08:45:00,2023-09-07 09:45:00,Keith,2023-09-02 08:45:00,2023-09-02 14:45:00
6792,Product Strategy,Keith,2023-09-07 08:45:00,2023-09-07 09:45:00,Logan,2023-09-02 08:45:00,2023-09-02 14:45:00
6792,Product Strategy,Keith,2023-09-07 08:45:00,2023-09-07 09:45:00,Mason,2023-09-02 08:45:00,2023-09-02 14:45:00
6792,Product Strategy,Keith,2023-09-07 08:45:00,2023-09-07 09:45:00,Isabella,2023-09-02 08:45:00,2023-09-02 14:45:00
2933,1:1,Keith,2023-02-24 13:00:00,2023-02-24 13:15:00,Evelyn,2023-02-21 13:00:00,2023-02-21 21:00:00
2933,1:1,Keith,2023-02-24 13:00:00,2023-02-24 13:15:00,Mason,2023-02-21 13:00:00,2023-02-21 21:00:00
2933,1:1,Keith,2023-02-24 13:00:00,2023-02-24 13:15:00,Charlotte,2023-02-21 13:00:00,2023-02-21 21:00:00
2933,1:1,Keith,2023-02-24 13:00:00,2023-02-24 13:15:00,Henry,2023-02-21 13:00:00,2023-02-21 21:00:00
2933,1:1,Keith,2023-02-24 13:00:00,2023-02-24 13:15:00,Keith,2023-02-21 13:00:00,2023-02-21 21:00:00
1016,Team Meeting,Alex,2023-10-04 15:15:00,2023-10-04 16:30:00,Alex,2023-10-01 15:15:00,2023-10-02 04:15:00
1016,Team Meeting,Alex,2023-10-04 15:15:00,2023-10-04 16:30:00,Amelia,2023-10-01 15:15:00,2023-10-02 04:15:00
1016,Team Meeting,Alex,2023-10-04 15:15:00,2023-10-04 16:30:00,Mason,2023-10-01 15:15:00,2023-10-02 04:15:00
7316,Product Marketing,Max,2023-10-24 14:45:00,2023-10-24 15:15:00,Amelia,2023-10-20 14:45:00,2023-10-20 16:45:00
7316,Product Marketing,Max,2023-10-24 14:45:00,2023-10-24 15:15:00,Charlotte,2023-10-20 14:45:00,2023-10-20 16:45:00
7316,Product Marketing,Max,2023-10-24 14:45:00,2023-10-24 15:15:00,Bailey,2023-10-20 14:45:00,2023-10-20 16:45:00
7316,Product Marketing,Max,2023-10-24 14:45:00,2023-10-24 15:15:00,Evelyn,2023-10-20 14:45:00,2023-10-20 16:45:00
7316,Product Marketing,Max,2023-10-24 14:45:00,2023-10-24 15:15:00,Keith,2023-10-20 14:45:00,2023-10-20 16:45:00
7316,Product Marketing,Max,2023-10-24 14:45:00,2023-10-24 15:15:00,Max,2023-10-20 14:45:00,2023-10-20 16:45:00
9684,Product Marketing,Alex,2023-06-21 16:30:00,2023-06-21 17:45:00,Logan,2023-06-18 16:30:00,2023-06-19 01:30:00
9684,Product Marketing,Alex,2023-06-21 16:30:00,2023-06-21 17:45:00,Ava,2023-06-18 16:30:00,2023-06-19 01:30:00
9684,Product Marketing,Alex,2023-06-21 16:30:00,2023-06-21 17:45:00,Alex,2023-06-18 16:30:00,2023-06-19 01:30:00
7726,Quick Sync,Alex,2023-09-18 12:45:00,2023-09-18 13:00:00,Daniel,2023-09-16 12:45:00,2023-09-16 15:45:00
7726,Quick Sync,Alex,2023-09-18 12:45:00,2023-09-18 13:00:00,Bailey,2023-09-16 12:45:00,2023-09-16 15:45:00
7726,Quick Sync,Alex,2023-09-18 12:45:00,2023-09-18 13:00:00,Alex,2023-09-16 12:45:00,2023-09-16 15:45:00
1332,Performance Review,Keith,2023-12-10 08:15:00,2023-12-10 09:00:00,Amelia,2023-12-06 08:15:00,2023-12-07 06:15:00
1332,Performance Review,Keith,2023-12-10 08:15:00,2023-12-10 09:00:00,Emily,2023-12-06 08:15:00,2023-12-07 06:15:00
1332,Performance Review,Keith,2023-12-10 08:15:00,2023-12-10 09:00:00,Mason,2023-12-06 08:15:00,2023-12-07 06:15:00
1332,Performance Review,Keith,2023-12-10 08:15:00,2023-12-10 09:00:00,Max,2023-12-06 08:15:00,2023-12-07 06:15:00
1332,Performance Review,Keith,2023-12-10 08:15:00,2023-12-10 09:00:00,Keith,2023-12-06 08:15:00,2023-12-07 06:15:00
1866,Fundraising,Bailey,2023-01-08 11:45:00,2023-01-08 12:30:00,Ethan,2023-01-05 11:45:00,2023-01-06 04:45:00
1866,Fundraising,Bailey,2023-01-08 11:45:00,2023-01-08 12:30:00,Liam,2023-01-05 11:45:00,2023-01-06 04:45:00
1866,Fundraising,Bailey,2023-01-08 11:45:00,2023-01-08 12:30:00,Mia,2023-01-05 11:45:00,2023-01-06 04:45:00
1866,Fundraising,Bailey,2023-01-08 11:45:00,2023-01-08 12:30:00,Henry,2023-01-05 11:45:00,2023-01-06 04:45:00
1866,Fundraising,Bailey,2023-01-08 11:45:00,2023-01-08 12:30:00,Bailey,2023-01-05 11:45:00,2023-01-06 04:45:00
5137,Team Meeting,Bailey,2023-07-12 14:45:00,2023-07-12 16:15:00,Ava,2023-07-09 14:45:00,2023-07-09 22:45:00
5137,Team Meeting,Bailey,2023-07-12 14:45:00,2023-07-12 16:15:00,Bailey,2023-07-09 14:45:00,2023-07-09 22:45:00
7555,Partnership Strategy,Bailey,2023-05-23 17:30:00,2023-05-23 19:00:00,Mia,2023-05-19 17:30:00,2023-05-20 01:30:00
7555,Partnership Strategy,Bailey,2023-05-23 17:30:00,2023-05-23 19:00:00,Elizabeth,2023-05-19 17:30:00,2023-05-20 01:30:00
7555,Partnership Strategy,Bailey,2023-05-23 17:30:00,2023-05-23 19:00:00,Emma,2023-05-19 17:30:00,2023-05-20 01:30:00
7555,Partnership Strategy,Bailey,2023-05-23 17:30:00,2023-05-23 19:00:00,Bailey,2023-05-19 17:30:00,2023-05-20 01:30:00
9422,1:1,Alex,2023-03-07 16:30:00,2023-03-07 17:45:00,Logan,2023-03-04 16:30:00,2023-03-05 06:30:00
9422,1:1,Alex,2023-03-07 16:30:00,2023-03-07 17:45:00,Alex,2023-03-04 16:30:00,2023-03-05 06:30:00
9850,1:1,Alex,2023-10-02 09:00:00,2023-10-02 10:00:00,Harper,2023-09-28 09:00:00,2023-09-28 13:00:00
9850,1:1,Alex,2023-10-02 09:00:00,2023-10-02 10:00:00,Ethan,2023-09-28 09:00:00,2023-09-28 13:00:00
9850,1:1,Alex,2023-10-02 09:00:00,2023-10-02 10:00:00,Alex,2023-09-28 09:00:00,2023-09-28 13:00:00
9081,1:1,Bailey,2023-03-23 17:15:00,2023-03-23 18:30:00,Harper,2023-03-19 17:15:00,2023-03-20 04:15:00
9081,1:1,Bailey,2023-03-23 17:15:00,2023-03-23 18:30:00,Ethan,2023-03-19 17:15:00,2023-03-20 04:15:00
9081,1:1,Bailey,2023-03-23 17:15:00,2023-03-23 18:30:00,Bailey,2023-03-19 17:15:00,2023-03-20 04:15:00
5686,Quick Sync,Alex,2023-03-02 16:30:00,2023-03-02 16:45:00,Ava,2023-02-26 16:30:00,2023-02-26 22:30:00
5686,Quick Sync,Alex,2023-03-02 16:30:00,2023-03-02 16:45:00,Alex,2023-02-26 16:30:00,2023-02-26 22:30:00
3009,Annual Review,Alex,2023-02-27 10:30:00,2023-02-27 11:45:00,Olivia,2023-02-22 10:30:00,2023-02-22 16:30:00
3009,Annual Review,Alex,2023-02-27 10:30:00,2023-02-27 11:45:00,Mason,2023-02-22 10:30:00,2023-02-22 16:30:00
3009,Annual Review,Alex,2023-02-27 10:30:00,2023-02-27 11:45:00,Daniel,2023-02-22 10:30:00,2023-02-22 16:30:00
3009,Annual Review,Alex,2023-02-27 10:30:00,2023-02-27 11:45:00,Isabella,2023-02-22 10:30:00,2023-02-22 16:30:00
3009,Annual Review,Alex,2023-02-27 10:30:00,2023-02-27 11:45:00,Emily,2023-02-22 10:30:00,2023-02-22 16:30:00
3009,Annual Review,Alex,2023-02-27 10:30:00,2023-02-27 11:45:00,Alex,2023-02-22 10:30:00,2023-02-22 16:30:00
3170,Product Marketing,Max,2023-11-25 14:00:00,2023-11-25 14:30:00,Sophia,2023-11-23 14:00:00,2023-11-24 05:00:00
3170,Product Marketing,Max,2023-11-25 14:00:00,2023-11-25 14:30:00,Olivia,2023-11-23 14:00:00,2023-11-24 05:00:00
3170,Product Marketing,Max,2023-11-25 14:00:00,2023-11-25 14:30:00,Liam,2023-11-23 14:00:00,2023-11-24 05:00:00
3170,Product Marketing,Max,2023-11-25 14:00:00,2023-11-25 14:30:00,Henry,2023-11-23 14:00:00,2023-11-24 05:00:00
3170,Product Marketing,Max,2023-11-25 14:00:00,2023-11-25 14:30:00,Abigail,2023-11-23 14:00:00,2023-11-24 05:00:00
3170,Product Marketing,Max,2023-11-25 14:00:00,2023-11-25 14:30:00,Max,2023-11-23 14:00:00,2023-11-24 05:00:00
1861,1:1,Max,2023-01-15 12:30:00,2023-01-15 14:00:00,Emily,2023-01-11 12:30:00,2023-01-12 07:30:00
1861,1:1,Max,2023-01-15 12:30:00,2023-01-15 14:00:00,Amelia,2023-01-11 12:30:00,2023-01-12 07:30:00
1861,1:1,Max,2023-01-15 12:30:00,2023-01-15 14:00:00,Lucas,2023-01-11 12:30:00,2023-01-12 07:30:00
1861,1:1,Max,2023-01-15 12:30:00,2023-01-15 14:00:00,Ethan,2023-01-11 12:30:00,2023-01-12 07:30:00
1861,1:1,Max,2023-01-15 12:30:00,2023-01-15 14:00:00,Olivia,2023-01-11 12:30:00,2023-01-12 07:30:00
1861,1:1,Max,2023-01-15 12:30:00,2023-01-15 14:00:00,Max,2023-01-11 12:30:00,2023-01-12 07:30:00
8532,Quick Sync,Alex,2023-08-14 17:15:00,2023-08-14 18:30:00,Sophia,2023-08-09 17:15:00,2023-08-10 13:15:00
8532,Quick Sync,Alex,2023-08-14 17:15:00,2023-08-14 18:30:00,Lucas,2023-08-09 17:15:00,2023-08-10 13:15:00
8532,Quick Sync,Alex,2023-08-14 17:15:00,2023-08-14 18:30:00,Max,2023-08-09 17:15:00,2023-08-10 13:15:00
8532,Quick Sync,Alex,2023-08-14 17:15:00,2023-08-14 18:30:00,Alex,2023-08-09 17:15:00,2023-08-10 13:15:00
6460,Product Sales,Max,2023-10-03 08:45:00,2023-10-03 10:00:00,Daniel,2023-09-30 08:45:00,2023-09-30 17:45:00
6460,Product Sales,Max,2023-10-03 08:45:00,2023-10-03 10:00:00,Max,2023-09-30 08:45:00,2023-09-30 17:45:00
5599,Quick Sync,Bailey,2023-04-19 14:45:00,2023-04-19 15:30:00,Amelia,2023-04-16 14:45:00,2023-04-17 01:45:00
5599,Quick Sync,Bailey,2023-04-19 14:45:00,2023-04-19 15:30:00,Liam,2023-04-16 14:45:00,2023-04-17 01:45:00
5599,Quick Sync,Bailey,2023-04-19 14:45:00,2023-04-19 15:30:00,Bailey,2023-04-16 14:45:00,2023-04-17 01:45:00
8279,Product Support,Keith,2023-12-18 15:30:00,2023-12-18 16:15:00,Sophia,2023-12-15 15:30:00,2023-12-16 05:30:00
8279,Product Support,Keith,2023-12-18 15:30:00,2023-12-18 16:15:00,Alex,2023-12-15 15:30:00,2023-12-16 05:30:00
8279,Product Support,Keith,2023-12-18 15:30:00,2023-12-18 16:15:00,Evelyn,2023-12-15 15:30:00,2023-12-16 05:30:00
8279,Product Support,Keith,2023-12-18 15:30:00,2023-12-18 16:15:00,Oliver,2023-12-15 15:30:00,2023-12-16 05:30:00
8279,Product Support,Keith,2023-12-18 15:30:00,2023-12-18 16:15:00,Keith,2023-12-15 15:30:00,2023-12-16 05:30:00
6897,Product Strategy,Alex,2023-12-25 14:00:00,2023-12-25 15:00:00,Olivia,2023-12-22 14:00:00,2023-12-23 09:00:00
6897,Product Strategy,Alex,2023-12-25 14:00:00,2023-12-25 15:00:00,Ethan,2023-12-22 14:00:00,2023-12-23 09:00:00
6897,Product Strategy,Alex,2023-12-25 14:00:00,2023-12-25 15:00:00,Daniel,2023-12-22 14:00:00,2023-12-23 09:00:00
6897,Product Strategy,Alex,2023-12-25 14:00:00,2023-12-25 15:00:00,Alex,2023-12-22 14:00:00,2023-12-23 09:00:00
4640,Product Launch,Alex,2023-05-05 13:00:00,2023-05-05 13:45:00,Henry,2023-05-03 13:00:00,2023-05-04 12:00:00
4640,Product Launch,Alex,2023-05-05 13:00:00,2023-05-05 13:45:00,Mason,2023-05-03 13:00:00,2023-05-04 12:00:00
4640,Product Launch,Alex,2023-05-05 13:00:00,2023-05-05 13:45:00,Charlotte,2023-05-03 13:00:00,2023-05-04 12:00:00
4640,Product Launch,Alex,2023-05-05 13:00:00,2023-05-05 13:45:00,Alex,2023-05-03 13:00:00,2023-05-04 12:00:00
